Crop,N (Nitrogen),P (Phosphorus),K (Potassium),Temperature (°C),Humidity (%),pH,Rainfall (mm),Waste Type
Pomegranate,1.357546166515271,0.27946618153057323,0.999728312111502,27.236299120079583,66.1963318531657,7.0,177.1571060310009,Pomegranate Peel Pomegranate Waste
Watermelon,1.2510191217380568,0.29735338287885915,1.506023790454508,22.460189113306548,80.3511366184486,6.6,225.26690059406653,Watermelon Rinds Watermelon Waste
Mango,1.4981495017872843,0.27682970995690165,1.4620205819916232,27.55733808918031,78.57337171197608,6.3,200.76755026996253,Mango Leaves Mango Seed Husks
Papaya,1.9821353096073075,0.37885775879144756,1.5455303756616736,26.640930557288893,80.9326745316675,6.9,223.03959170502887,Papaya Leaves Papaya Fruit Waste
Pomegranate,1.1875119352803074,0.2817008250720086,0.9363713743182812,26.185799960782862,61.71367312192797,7.6,164.3125410205848,Pomegranate Peel Pomegranate Waste
Lentil,2.337498940499725,0.2809360486460887,1.8803730730346482,22.262697315973355,77.93259039866126,5.6,180.50911201303418,Lentil Straw Lentil Hulls
Papaya,1.7343041797818592,0.36180204606824984,1.0679557344803516,26.1354869704723,80.81382772634237,6.1,218.68034757677574,Papaya Leaves Papaya Fruit Waste
Soybean,2.406536468350518,0.43610491500069415,2.22800231821144,25.099565002324372,84.02701665631282,6.4,218.08652694915722,Soybean Stalks Soybean Hulls
Lentil,1.9616885591283568,0.3719666641996614,1.4498933717400986,25.236400728698502,70.6017508882672,5.6,182.7806499225433,Lentil Straw Lentil Hulls
Orange,1.1332418396717547,0.23146884805018678,1.2666107765799217,24.948556524987296,67.72212421877164,6.4,168.60584702778584,Orange Peel Orange Waste
Orange,1.1335192446336575,0.14665581278663797,1.3605108805199633,25.350487468388177,73.0876252760892,7.1,195.75530656430448,Orange Peel Orange Waste
Maize,1.6424150907571087,0.12461827730278588,1.7800373063905293,23.046372868890074,82.71873014200396,6.6,224.98890746986416,Corn Stover Corn Cobs Corn Leaves
Pomegranate,1.0065660697706589,0.27909170947346457,0.8836215868889632,24.82271836807973,66.87799921782424,6.7,149.10276106893335,Pomegranate Peel Pomegranate Waste
Watermelon,0.9036611304675529,0.37583814376365066,1.4871018040118704,20.63690241347949,80.61980845091836,5.9,195.22403308846694,Watermelon Rinds Watermelon Waste
Soybean,2.3257573732031687,0.33676189921925126,2.053724917250663,24.772215553492344,82.71331977516111,6.4,243.6305245033621,Soybean Stalks Soybean Hulls
Chickpea,2.2668371239146783,0.3536432823443895,2.340157649196917,24.945000107283267,77.9808385332421,6.6,191.90745574669984,Chickpea Stalks Chickpea Hulls
Blackgram,1.9854923249627476,0.21275951878284483,1.8572744055806263,21.39444820239923,79.86492580798216,6.6,157.68789576628598,Blackgram Straw Blackgram Waste
Blackgram,2.223351105495128,0.29160792092456483,1.5868526348184615,22.931685618628627,82.15893097626306,6.5,140.93191725164718,Blackgram Straw Blackgram Waste
Grapes,1.0689999360003353,0.1171462115052562,0.8418962048703189,23.6575079816374,72.27349486806767,6.5,160.61522247208475,Grapevine Pruning Grapes Skins
Chickpea,2.58438969852995,0.480287256068328,1.9235892391828042,25.532618868871158,72.63504275493098,6.8,189.35965873525308,Chickpea Stalks Chickpea Hulls
Mango,1.7658128652408114,0.20673387528730386,1.4443839470955853,28.52621725072277,84.77781562659399,6.9,236.4843165081177,Mango Leaves Mango Seed Husks
Cotton,2.1486429858358296,0.4422181976101099,1.2260788278445847,23.422728907760288,89.34122810347405,5.5,162.039147858051,Cotton Stalks Cottonseed Hulls
Grapes,1.0540221311187628,0.24258103491505803,1.3515140745241228,22.282575882275545,72.78846706315858,6.0,170.3880900062011,Grapevine Pruning Grapes Skins
Lentil,2.3069621419559403,0.2319344750421151,1.1346466439190097,22.432216695576834,76.81256341792015,6.3,173.92631332017004,Lentil Straw Lentil Hulls
Cotton,2.249220260865002,0.3411243142593705,1.7204662445956196,22.622001601361475,85.52448985265372,6.0,183.17935980174946,Cotton Stalks Cottonseed Hulls
Maize,1.8346612461748404,0.200697424325817,2.002594907352055,20.5961937689817,82.90185056674284,6.6,191.38022097758392,Corn Stover Corn Cobs Corn Leaves
Apple,0.8103012728235836,0.14616039712072124,1.219299769713539,20.737142945365935,62.988802467205176,6.6,141.4736718182279,Apple Waste Apple Leaves
Maize,1.823846026823375,0.19366669417258356,1.901378188523578,20.737495169148534,77.43901231629893,6.6,191.76598742954133,Corn Stover Corn Cobs Corn Leaves
Grapes,1.4842315835997357,0.20627025456934753,0.6179715381153026,21.851807999752783,67.36818171169422,6.1,193.13567288647704,Grapevine Pruning Grapes Skins
Soybean,2.386382978093801,0.43681668374717947,1.7143280636403109,26.774810557018476,78.77261021407094,6.1,230.36194713978244,Soybean Stalks Soybean Hulls
Grapes,1.3725622333100116,0.19968961650864198,0.7582945824501471,23.417911558915527,71.31017140724097,6.3,199.83140716694788,Grapevine Pruning Grapes Skins
Mango,1.4628549725712228,0.27472212815983155,1.3180321092551863,26.33858692730766,84.56006432794454,7.2,204.87846860885463,Mango Leaves Mango Seed Husks
Cotton,2.0587563618534968,0.3128177899482094,1.5628122750962188,22.63220996441811,86.97410645440064,5.8,182.4671607383456,Cotton Stalks Cottonseed Hulls
Rice,1.3557928889598796,0.30962387045269124,1.3305413847457528,18.83170325597778,77.7262392684562,6.3,205.28750089664413,Rice Straw Rice Husk
Rice,1.671036899975567,0.33116209621785997,1.2222201308579788,19.456639872944386,79.95056723679397,6.6,188.20981288220815,Rice Straw Rice Husk
Orange,1.2714417154705413,0.18177392179046417,0.8079676691817088,22.235998297154055,66.72563505286712,6.9,187.41022177342322,Orange Peel Orange Waste
Wheat,2.189538296832224,0.26339729898288894,1.4026755832404467,22.323447308983607,74.74355579362582,6.7,142.51390361117467,Wheat Straw Wheat Chaff
Blackgram,1.962577090658175,0.30433014833157535,2.0916697586720807,21.424954429059518,76.42845438281886,6.4,155.6772954603744,Blackgram Straw Blackgram Waste
Grapes,1.1582741000166814,0.29071999944611093,0.7432025204887409,21.108732229410307,73.20645607518361,6.9,181.59860801963944,Grapevine Pruning Grapes Skins
Lentil,1.9039407270184072,0.20656806794098403,1.7070318661363055,25.514765557593076,77.4117826656104,6.2,165.49376939522244,Lentil Straw Lentil Hulls
Chickpea,2.1030244933695696,0.4384699807438348,2.3159779760506454,24.964893947721677,70.46746030203865,6.3,191.56597049318538,Chickpea Stalks Chickpea Hulls
Banana,1.4995677475383709,0.11502661827259034,1.4650783985788576,26.848877315387284,71.19854758954195,6.7,193.31850436961113,Banana Leaves Banana Pseudostems
Lentil,2.3642510841134174,0.28056963607559077,1.4177426806295264,22.63892681715909,77.19589709371202,6.2,177.95201049756287,Lentil Straw Lentil Hulls
Banana,1.5466018248372966,0.2498883141416528,0.9637763199374602,26.43469739901574,76.07592281249158,6.3,197.8312809946638,Banana Leaves Banana Pseudostems
Lentil,1.8377847413939004,0.25547073697975425,1.3990333342850731,22.373803662087457,77.62829178040447,6.0,185.76022322537028,Lentil Straw Lentil Hulls
Wheat,2.282530538488974,0.2302042183231343,1.9836769848698494,20.98610921519417,74.588678040176,6.1,153.08713669935372,Wheat Straw Wheat Chaff
Jute,2.3418051576585617,0.29223507374698376,1.9140856322646107,21.360533215554124,82.75199197948297,7.5,174.49554778847076,Jute Stems Jute Waste
Maize,1.9140263685900072,0.190695939132204,1.955676549571884,23.062655175989583,84.49487607717377,6.5,227.51230198477563,Corn Stover Corn Cobs Corn Leaves
Jute,2.211812815953999,0.19148652498561874,1.8995729705180686,21.638229179495788,78.28240933332832,6.9,171.69174239726638,Jute Stems Jute Waste
Banana,1.157045287271107,0.17722667503611436,0.8909731042009968,25.946938366503595,76.17352426101215,6.0,213.2502539845172,Banana Leaves Banana Pseudostems
Coffee,0.7035955939590768,0.11464292746823541,1.2139165225000186,25.701988134892645,89.8457689311503,6.1,242.61121887136446,Coffee Pulp Coffee Husk
Blackgram,1.7911102106860208,0.3399217362353092,1.490840645011342,21.46727202098051,77.03118911011084,6.1,174.30713339879964,Blackgram Straw Blackgram Waste
Apple,0.8289446837411636,0.21859658743525703,1.107853410659522,18.887135623685705,69.2170039735157,7.5,164.3850440026823,Apple Waste Apple Leaves
Mango,1.5454428974308674,0.31487557354343276,1.4430037627743806,29.208501623419373,81.20118105338909,6.3,206.88102828783025,Mango Leaves Mango Seed Husks
Banana,1.3405122864834005,0.14592461121419956,1.4644791887673985,26.24690378322561,71.9145512116903,6.2,214.57842910703013,Banana Leaves Banana Pseudostems
Rice,1.6849448825222875,0.3400672662796529,1.1939541786655652,21.320764323962678,79.56860728775624,6.8,216.22323966899043,Rice Straw Rice Husk
Blackgram,1.8724910956795666,0.24575784218992586,1.927499686650672,24.319484158729974,79.45019541661406,6.4,153.6837537262559,Blackgram Straw Blackgram Waste
Maize,1.5133249109002365,0.12509141272510477,1.7396070975433375,20.399734019935277,84.61086269459034,6.3,199.9861391970771,Corn Stover Corn Cobs Corn Leaves
Pomegranate,1.370190254684748,0.1274281305345577,1.4637402417543548,24.7452977781231,63.90010633542469,7.3,170.5399553576748,Pomegranate Peel Pomegranate Waste
Soybean,1.967018349384926,0.47074127887065614,1.5983132832179108,23.907802742798417,75.05305763303458,6.3,211.44791247498532,Soybean Stalks Soybean Hulls
Pomegranate,1.0986342702449476,0.186417072636623,1.198102790614402,28.011893442205736,64.47306304874715,6.8,179.11494623470114,Pomegranate Peel Pomegranate Waste
Coffee,0.8420392430811512,0.004261552640628177,0.789531977418035,25.267482013485534,80.88883826968502,6.9,257.3646663301458,Coffee Pulp Coffee Husk
Grapes,1.4434861818793165,0.12685437132663996,0.8109286932439601,24.377786146683103,66.94146189711464,6.7,198.08393811010959,Grapevine Pruning Grapes Skins
Grapes,1.4202967699947482,0.10826041740922848,0.6682643320847139,23.727820013224637,69.32257631852997,6.8,191.326729834604,Grapevine Pruning Grapes Skins
Soybean,2.4324898154923162,0.3117484599019086,1.9273648634839042,24.4596895311702,77.07413076601934,6.5,245.68935036045065,Soybean Stalks Soybean Hulls
Cotton,1.9176229138935337,0.41692135260694796,1.1675709384543937,23.218959703213258,80.45634421945401,6.1,170.70002363887798,Cotton Stalks Cottonseed Hulls
Banana,1.622840200446552,0.20335757365842203,1.1231853599443489,27.976600120315982,74.13948998677257,5.9,181.91594194967195,Banana Leaves Banana Pseudostems
Cotton,2.051122317567728,0.36501515349022734,1.655518755855701,24.559235851005226,85.95449743874865,6.3,193.95288079402826,Cotton Stalks Cottonseed Hulls
Apple,1.1709113005427247,0.1940372992838491,0.9072072686329478,18.504605893018912,60.95353395491895,6.9,149.44896468979826,Apple Waste Apple Leaves
Grapes,1.2330039458984805,0.2829270226689119,1.3552130304597148,23.64973584401367,73.14127894690743,6.1,167.11887379395026,Grapevine Pruning Grapes Skins
Pomegranate,1.1828712457947956,0.2242092185964733,1.1522709428063607,25.915118668802894,69.7360625643137,7.4,164.53622494226855,Pomegranate Peel Pomegranate Waste
Apple,1.059918630740007,0.29193384578499826,0.7187008760684701,20.12820189097759,64.97284950615493,6.6,134.6652675138421,Apple Waste Apple Leaves
Soybean,2.3193136840340545,0.3914614942545624,1.7811934918740624,25.94551064737935,76.97671011669988,6.8,249.91113204164833,Soybean Stalks Soybean Hulls
Pomegranate,1.4644112965639455,0.25010202855714314,0.833890996995133,26.448544567773826,68.3467119272787,7.5,162.8976481404737,Pomegranate Peel Pomegranate Waste
Orange,1.6559621793737453,0.24719316742490738,1.0904141989736327,25.913102742002003,69.04072126782197,7.2,189.79418798602487,Orange Peel Orange Waste
Jute,2.353790506495056,0.22624338617785567,1.3904962603162117,21.75888978573056,76.65553729333368,7.5,181.6167773632299,Jute Stems Jute Waste
Maize,2.0759361125035847,0.1261478648924345,2.19650322359749,23.88755703183504,83.67242022047118,6.7,229.9973060141384,Corn Stover Corn Cobs Corn Leaves
Apple,0.8765492861629831,0.17667228367089274,0.6462395804551158,19.27788000695302,60.073719814475936,6.6,167.01075251375727,Apple Waste Apple Leaves
Chickpea,2.436612309177675,0.47690381227580225,2.02922717947037,24.058618951568537,70.58947772093049,7.0,186.57657944156747,Chickpea Stalks Chickpea Hulls
Papaya,1.7187550626911334,0.3136624159822493,1.3084898399806062,25.202350124023102,77.13624631598623,6.4,237.01783519088312,Papaya Leaves Papaya Fruit Waste
Pomegranate,1.2126740324505505,0.23578417498470478,1.191878992372886,26.5251438738472,64.01719833120357,7.5,164.05690120257637,Pomegranate Peel Pomegranate Waste
Chickpea,2.4353613192151284,0.3301000980239562,2.311499149695875,25.082007146003093,70.32472444593088,6.6,194.3589464758825,Chickpea Stalks Chickpea Hulls
Cotton,1.724459861820887,0.412536748266596,1.643613972023295,23.410555882753066,85.08560189792291,6.3,198.5990977359379,Cotton Stalks Cottonseed Hulls
Soybean,2.165929682902137,0.43227018981604265,1.5123712405696201,26.106286351490613,81.51993635145085,6.3,232.92905705365933,Soybean Stalks Soybean Hulls
Rice,1.480483668575379,0.24421091142154905,1.3901337996282495,22.19609920345131,82.68355473431455,6.7,216.36154121703424,Rice Straw Rice Husk
Pomegranate,1.447198509170423,0.21983511770872083,1.5771485005766688,27.39171271686382,64.95914087013817,7.1,167.5077375989074,Pomegranate Peel Pomegranate Waste
Chickpea,2.4523912013454083,0.34032031344851005,2.1656829753827864,25.740352313005907,70.96430960821182,6.2,198.6825389938352,Chickpea Stalks Chickpea Hulls
Grapes,1.4267168799046734,0.1748309695669999,0.8527313627785768,22.885622279858662,65.14458482443179,6.5,175.5840976386116,Grapevine Pruning Grapes Skins
Chickpea,2.2383923328928677,0.32650182703895464,1.6263929899575449,25.89163650585269,72.42694324717273,6.4,218.16777730556367,Chickpea Stalks Chickpea Hulls
Apple,1.1978909925548586,0.24170902867836377,0.8365125019590927,19.33557360275993,62.038588679018936,7.5,155.8329817671909,Apple Waste Apple Leaves
Grapes,0.9622328505071789,0.1872246316288343,0.6364432483406366,24.003564078599897,65.49117613274205,6.5,191.27065384581522,Grapevine Pruning Grapes Skins
Lentil,2.287923489443376,0.3436355930542849,1.572919548951095,24.98825476843053,79.03843191861776,6.1,187.82975556320525,Lentil Straw Lentil Hulls
Pomegranate,1.1631905965902625,0.26080268531365536,1.5432278297416713,27.364714608306887,65.40993813410795,7.0,146.65333514536604,Pomegranate Peel Pomegranate Waste
Wheat,2.3626719088377146,0.3137014449466293,1.472894287590257,19.834695363601092,75.75942877925563,6.2,158.11169288289844,Wheat Straw Wheat Chaff
Orange,1.252205026775481,0.2648147098294562,1.3277263462091522,23.934611044583413,72.97668665619375,7.0,163.46693559511317,Orange Peel Orange Waste
Rice,1.5195028836417517,0.3592245036639003,1.5036828557635684,21.068362436879557,85.70128819540622,6.6,197.6445568848383,Rice Straw Rice Husk
Watermelon,1.3725852314376359,0.32400212986619414,1.5067868853913384,21.956499523464895,82.66183783031879,6.3,227.53913574179006,Watermelon Rinds Watermelon Waste
Coffee,0.7857707923344993,0.09048171926892466,0.6642301917192435,24.01391863472405,82.59984008062303,6.6,237.9142858750825,Coffee Pulp Coffee Husk
Apple,1.0837760995717847,0.2689272876760608,0.6073246125542002,20.805526953740234,68.3643709269542,6.6,139.8510313790464,Apple Waste Apple Leaves
Maize,1.5960772730547437,0.225182890850271,1.7832615097089186,23.810006471444684,84.61262150646616,7.1,218.47747240346405,Corn Stover Corn Cobs Corn Leaves
Blackgram,1.7417114680620793,0.3416750164432631,1.9873317529174255,21.273480769740228,79.04443469086834,6.5,142.22088389177665,Blackgram Straw Blackgram Waste
Pomegranate,1.524012566656933,0.22901481902342144,1.130706959780967,24.73051280691073,63.799585883076574,7.5,141.42775806211796,Pomegranate Peel Pomegranate Waste
Apple,1.12219863383744,0.14309897547354927,0.8419854939310922,19.34205596427995,67.2104845960954,6.5,137.78636545790079,Apple Waste Apple Leaves
Wheat,2.240286510483662,0.2992571635646648,1.5018769014919466,23.359090250326304,76.10837455426649,6.5,141.50134565884667,Wheat Straw Wheat Chaff
Lentil,2.0799729038739243,0.2862830130785598,1.1193222002365062,24.070800886520676,75.07914603746931,5.6,179.9057530338273,Lentil Straw Lentil Hulls
Pomegranate,1.0284288283287477,0.28504469312947256,1.4723370952005623,26.559978251649618,61.191997239560564,6.8,156.70040538726485,Pomegranate Peel Pomegranate Waste
Papaya,1.7819472241044514,0.25672138303968856,1.0972084948974852,25.54427262218372,79.99944451924165,6.5,208.75537526667728,Papaya Leaves Papaya Fruit Waste
Grapes,1.1217065309105707,0.278870152921325,1.3491960554710678,24.88058894007078,72.04741642440695,6.7,161.16916076987508,Grapevine Pruning Grapes Skins
Rice,1.6316063491267365,0.2813048445752552,1.5881972070554518,19.695495600036836,84.42425496350305,6.3,221.72861322833052,Rice Straw Rice Husk
Coffee,1.2940169333929317,0.19109830329068578,0.8553523232758999,25.422065709900526,86.50712685023794,6.3,256.34414680193936,Coffee Pulp Coffee Husk
Wheat,2.2234370429539108,0.2090526854198325,1.417842756940936,20.912192986536642,74.32611459425158,6.8,155.67901871415637,Wheat Straw Wheat Chaff
Watermelon,1.2625394853049243,0.21796493205137168,1.4799595228140925,20.752345718033084,86.0664734988378,6.0,206.01074144898172,Watermelon Rinds Watermelon Waste
Wheat,2.3492554669282897,0.20649814127101812,1.420363887644745,22.158453828052444,74.13833305392093,6.3,158.19945451788453,Wheat Straw Wheat Chaff
Chickpea,2.3783922327479305,0.3176559725325112,2.345337092836809,23.64358847881202,76.74343027347818,6.6,200.58457714641574,Chickpea Stalks Chickpea Hulls
Jute,2.689094520388371,0.13006597148129645,1.845610408109685,23.48871736823849,78.49473743949261,6.5,178.28069785039372,Jute Stems Jute Waste
Banana,1.2387007952593236,0.2410887806815052,0.906248490754696,27.99869416014646,71.79123931024141,6.5,187.63939912977654,Banana Leaves Banana Pseudostems
Grapes,1.3154160531734729,0.19269753490536334,1.0414806586637324,21.294059295696975,73.8357938363234,6.6,166.22724870495085,Grapevine Pruning Grapes Skins
Grapes,1.2915725745779285,0.24231510569868764,0.9968343591635836,22.7995675698263,66.36715054473333,6.3,186.95420448636946,Grapevine Pruning Grapes Skins
Wheat,2.0324145693048443,0.37309776007817297,1.7170019936026293,22.904305529064715,70.15771788961462,6.7,133.84748976014276,Wheat Straw Wheat Chaff
Soybean,1.9252771816185046,0.476842951786497,2.109726719705448,26.68454388233018,84.26240159893949,6.2,217.84256228842324,Soybean Stalks Soybean Hulls
Papaya,1.525977279320034,0.303111687947332,1.068301436610808,24.927598652002544,82.76558370643072,6.3,234.49913204437394,Papaya Leaves Papaya Fruit Waste
Mango,1.6482282750683048,0.29146529931084764,0.9464538283345136,29.3005036836517,81.83830672812543,7.0,212.8175501428473,Mango Leaves Mango Seed Husks
Lentil,2.3763872920979385,0.28589224385013723,1.4883286080908156,23.35446869696205,73.45237337326486,5.8,152.149642889834,Lentil Straw Lentil Hulls
Maize,1.6675421431826698,0.2764263033322034,2.1851564919032613,23.84789814362566,81.28947981647504,6.9,213.679878253343,Corn Stover Corn Cobs Corn Leaves
Rice,1.490917516099374,0.23978025597272137,1.5665900944474291,21.16889209597374,85.07159825997607,6.7,210.58664842756133,Rice Straw Rice Husk
Mango,1.7510853860998221,0.2590333288675872,1.2091632539526662,29.193147696801798,80.11602979182162,7.0,204.63722363712682,Mango Leaves Mango Seed Husks
Jute,2.6269855758463327,0.2239862758115101,1.7925715746657214,24.905445037932918,82.1850340212004,6.9,180.09153650103565,Jute Stems Jute Waste
Jute,2.7515630492206564,0.2048683331177093,1.5339266126476492,24.08761266283702,83.87496684966493,6.8,195.076786987251,Jute Stems Jute Waste
Pomegranate,1.5322545732230977,0.24011909596307815,1.087409113112381,25.635750841712248,69.26530097599758,7.1,150.63126443788798,Pomegranate Peel Pomegranate Waste
Coffee,0.7895906214551414,0.050716003330135755,1.1989246239696416,24.339360105437166,85.57127288003961,6.8,248.37812739972225,Coffee Pulp Coffee Husk
Blackgram,1.9180203483013083,0.3122437391289903,2.182963714177624,24.41082249564322,77.48891223094982,6.2,178.6811542143731,Blackgram Straw Blackgram Waste
Soybean,2.1674998525780547,0.3671822842724496,1.9761060015019625,26.411998153701187,84.85088005407148,6.0,238.57123268474353,Soybean Stalks Soybean Hulls
Soybean,2.2279302558716374,0.33667807503660885,1.8986376000756229,26.200775887268367,78.15547489467698,6.1,228.56350185024857,Soybean Stalks Soybean Hulls
Wheat,1.8174554998241028,0.2206736067477322,1.6085780804907335,22.521165705640882,74.77189882445799,6.1,135.59327944048195,Wheat Straw Wheat Chaff
Pomegranate,1.4373409405428754,0.22991522622844734,1.4829727357017133,27.052341637603874,64.55645367069638,7.5,150.3896182498059,Pomegranate Peel Pomegranate Waste
Grapes,1.3053352218316245,0.2519459150370872,0.8849373930391922,24.298046017893796,70.68537905656198,6.9,190.66407341964987,Grapevine Pruning Grapes Skins
Orange,1.3540443407688847,0.1088029035717316,1.0905747345482861,24.98282114881473,71.7955970196507,7.0,178.65770170614462,Orange Peel Orange Waste
Mango,1.823840374193338,0.21324600718028053,1.0159296972347567,29.975617227448,80.75628701168972,7.1,206.01279091787742,Mango Leaves Mango Seed Husks
Orange,1.670205333831141,0.21663253566023533,1.061838048954299,25.434396861742695,67.15968311309766,6.9,198.4747967671004,Orange Peel Orange Waste
Soybean,2.031106794224512,0.4566343912978619,2.0496160822006715,26.249546376486858,84.67587764729834,6.8,236.84984659275992,Soybean Stalks Soybean Hulls
Papaya,1.5859090028258978,0.39691283605532657,1.1369307335875578,24.619625349296165,78.80156813821861,7.0,208.08857071222516,Papaya Leaves Papaya Fruit Waste
Orange,1.2198306060628654,0.1752253021240204,1.4440396770366564,25.210163587387278,67.93543452589209,7.0,186.19177093904307,Orange Peel Orange Waste
Cotton,1.9847328224268943,0.34811182048808986,1.18318538802461,23.43279414801858,84.11156807614363,6.2,196.25275710391975,Cotton Stalks Cottonseed Hulls
Wheat,1.8999662932356247,0.22276513012684734,1.5089945500792716,22.34187821750271,73.87416622230971,6.2,150.6916020895934,Wheat Straw Wheat Chaff
Grapes,1.4994867177020852,0.2807939187512589,0.90607152309145,22.185211561343596,72.54820254645718,6.4,161.47447443256053,Grapevine Pruning Grapes Skins
Blackgram,2.0705391465967335,0.21971947245788695,1.4690846928154162,23.857135883225983,84.62766477187905,6.5,161.23309468283452,Blackgram Straw Blackgram Waste
Lentil,1.8667104132075782,0.372611582320422,1.3485484486888517,22.798042323537892,75.6311335925774,6.2,161.31716604903806,Lentil Straw Lentil Hulls
Pomegranate,1.2414258987784188,0.16339021161756362,1.4372487724816136,27.462230431039345,69.50241275890697,6.9,154.86656365054773,Pomegranate Peel Pomegranate Waste
Soybean,2.400746702123177,0.44114977025202096,2.1422160876017435,26.87796841868501,81.4217153896407,6.2,210.14083719986291,Soybean Stalks Soybean Hulls
Rice,1.7101697981472765,0.3671851856433107,1.5959016492346836,22.398431717054315,82.51279346063674,6.4,207.94002038962336,Rice Straw Rice Husk
Papaya,1.848433475372044,0.29960522402136924,1.0966986576100748,26.04728354418886,75.47069779144138,6.3,208.5780254816837,Papaya Leaves Papaya Fruit Waste
Maize,1.664849211404615,0.20400269847767585,1.7131159969940075,20.935379117489603,79.44631517066829,7.1,220.49346407877965,Corn Stover Corn Cobs Corn Leaves
Lentil,2.327313451714208,0.3416071416044668,1.201325443449984,23.91626944886516,72.91654891681019,5.9,161.86356794772186,Lentil Straw Lentil Hulls
Rice,1.6070777135336969,0.32601759676535835,0.8333068153960129,20.21207569066145,77.23834877555176,6.4,213.51661920065223,Rice Straw Rice Husk
Lentil,1.9315393356443415,0.24828767119409245,1.8528418049624606,22.886129378333816,74.60831829475472,6.2,168.19822645773135,Lentil Straw Lentil Hulls
Papaya,1.7820177458018214,0.20738482343605047,1.1578073111088052,24.000975909388025,80.70197897661384,6.4,202.39954110458496,Papaya Leaves Papaya Fruit Waste
Blackgram,1.750561072243203,0.36307120183272257,1.6714371773535874,23.90041735662934,82.42524228445184,6.7,146.22261536128207,Blackgram Straw Blackgram Waste
Mango,1.718760499019839,0.297679802760602,1.0152522826197388,26.323538032323302,80.87401090398035,6.8,213.45933463334663,Mango Leaves Mango Seed Husks
Lentil,1.926495425812865,0.3632986023675342,1.7071698763041971,25.529219268253005,79.65066513289159,5.6,154.82449464553116,Lentil Straw Lentil Hulls
Soybean,2.317242445659269,0.4371396383994069,2.184927439645482,23.65861135238162,75.87893613390028,6.6,213.04502145673592,Soybean Stalks Soybean Hulls
Grapes,1.4047111353863089,0.2114137280842795,1.3006193602582121,23.631407513012032,69.54137490819076,6.6,170.31504382400593,Grapevine Pruning Grapes Skins
Maize,1.5963368976217007,0.2625794659024394,2.3190772271888385,20.59405874065151,80.64607990073068,6.6,210.70940396810963,Corn Stover Corn Cobs Corn Leaves
Rice,1.224482714149198,0.2377423133990506,1.3005800609894371,21.910205077340773,79.34904780530746,6.3,200.50445440062163,Rice Straw Rice Husk
Cotton,2.2399046130019062,0.38550807236060947,1.4098614535846445,23.503846008546024,84.7463632908554,6.4,178.6108415236589,Cotton Stalks Cottonseed Hulls
Pomegranate,1.2978571906644434,0.13386373062270174,1.2967072223267124,27.370763083871605,60.059844556690955,6.9,158.9398299690159,Pomegranate Peel Pomegranate Waste
Grapes,1.222057941397848,0.1827624223512666,1.2799780610056548,23.5363844785695,70.83468599568357,6.5,178.01093885703784,Grapevine Pruning Grapes Skins
Banana,1.5038818804896978,0.172547003099516,1.3319172882719725,27.27706639242857,73.36464703162636,6.2,198.3231572573145,Banana Leaves Banana Pseudostems
Lentil,2.3330799260224633,0.2524784631715547,1.6316712500256572,25.35225609547778,70.88088898490479,6.0,173.87649255318524,Lentil Straw Lentil Hulls
Lentil,2.2272938003953073,0.24334362289420042,1.6583848970624269,24.630918141125,71.20297944260396,6.4,186.2354456624152,Lentil Straw Lentil Hulls
Soybean,1.9360555159228032,0.48824774525154657,1.5067135183019595,23.718929106202477,80.41731387961748,6.5,249.0793840994948,Soybean Stalks Soybean Hulls
Grapes,1.110220643903022,0.13565136230741875,0.8863678798953254,21.330853001364154,67.39088167443822,6.5,161.09263420550337,Grapevine Pruning Grapes Skins
Wheat,2.194581580036396,0.20472743569803148,2.0113444631129997,20.0974334910315,74.39461682404836,6.4,146.31755562583612,Wheat Straw Wheat Chaff
Banana,1.581578157151795,0.29067998528760575,1.057340959995368,28.873621628021017,70.56764666458035,6.6,188.37039554080917,Banana Leaves Banana Pseudostems
Wheat,2.2541215664939025,0.3834569241376617,1.5055929587591679,21.698539474096254,71.1666024859828,6.0,131.72305739429066,Wheat Straw Wheat Chaff
Jute,2.6721228478388266,0.26816399162650595,1.304832134718601,22.52853006193916,78.33924183901144,6.6,179.22116031078005,Jute Stems Jute Waste
Watermelon,1.000295346603214,0.39265752177096014,1.1579881942746604,23.6943501951991,81.08535678985507,6.6,214.4824669826167,Watermelon Rinds Watermelon Waste
Blackgram,2.275304711375709,0.3504206634067117,1.9938175916338108,24.642393515629784,75.6016556855131,6.6,153.9019882726525,Blackgram Straw Blackgram Waste
Rice,1.2447031621367057,0.3441104076521806,0.8634472275873757,19.716968903170375,83.1263432045555,6.1,182.60652243911878,Rice Straw Rice Husk
Blackgram,1.748456450649932,0.3422875733805749,2.0842841992310737,24.8498248580407,76.92367479907398,6.2,165.6668496797374,Blackgram Straw Blackgram Waste
Watermelon,1.2121564908178968,0.3948440290907244,1.2744369643859106,21.974203957584702,86.57370012895582,6.0,190.32515318062974,Watermelon Rinds Watermelon Waste
Grapes,1.1726881574993757,0.2389469627564017,1.1775128963518866,24.61853952144391,65.08988225026685,6.8,180.72701998534197,Grapevine Pruning Grapes Skins
Cotton,1.8793917213727427,0.3770544023088368,1.4634368728221256,24.225187073088826,89.56143405313522,5.6,177.06646350220308,Cotton Stalks Cottonseed Hulls
